May 09 00:00:35.281 VTTY: Console port: waiting connection on tcp port 5002 for protocol IPv4 (FD 9)
May 09 00:00:35.501 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x603d29f8,JIT on)
May 09 00:00:35.501 CPU0: CPU_STATE: Starting CPU (old state=2)...
May 09 00:00:35.684 ROM: Microcode has started.
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
May 09 00:00:35.717 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a1698 (size=1)
